s_id,semester,leave_school_name,leave_dept_name,degree_now,第一題,第二題,第三題,第四題,第五題,第六題,第七題,第八題,第九題,第十題,第10題,第十一題,第十二題,第十三題,第十四題
068d51df81bebee44bc53a022d68c528,104,管理學院,企業管理學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,金融財務類*:*,否*:*,"約新臺幣49,001元至52,000元*:*",境內_台北市*:*,NULL,符合*:*,需要*:*,普通*:*,普通*:*,NULL,建立同學及老師人脈*:*專業知識、知能傳授*:*,有_準備考試或其他證照_金融證照*:*,有點幫助*:*,溝通表達能力*:*資訊科技應用能力*:*外語能力*:*
068deb72e62b03a9ea93d5e182865ddb,104,資訊電機學院,電機工程學系,學士班,全職工作_政府部門（含職業軍人）*:*,政府公共事務類*:*,否*:*,"約新臺幣52,001元至55,000元*:*",境內_桃園市*:*,NULL,非常符合*:*,需要*:*,非常滿意*:*,普通*:*,NULL,專業知識、知能傳授*:*建立同學及老師人脈*:*,有_準備考試或其他證照_國家考試*:*,有點幫助*:*,問題解決能力*:*外語能力*:*溝通表達能力*:*
069f0bc448812e3816329d72757747c6,103,理學院,物理學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,科學、技術、工程、數學類*:*,是_轉換工作主要的原因_薪資及福利較高*:*,"約新臺幣49,001元至52,000元*:*",NULL,NULL,符合*:*,不需要*:*,滿意*:*,符合*:*,NULL,專業知識、知能傳授*:*建立同學及老師人脈*:*擔任研究或教學助理*:*,沒有*:*,NULL,問題解決能力*:*溝通表達能力*:*外語能力*:*
06b743ded926d92d2faacdaadb8ab79e,103,地球科學學院,大氣科學學系大氣物理碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,藝文與影音傳播類*:*,否*:*,"約新臺幣37,001元至40,000元*:*",NULL,NULL,符合*:*,不需要*:*,普通*:*,尚可*:*,NULL,專業知識、知能傳授*:*,有_進修_出國進修*:*,完全沒有幫助*:*,溝通表達能力*:*創新能力*:*資訊科技應用能力*:*
06b964d9c85d05a0123391d9834af69b,104,管理學院,財務金融學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,企業經營管理類*:*,否*:*,"約新臺幣40,001元至43,000元*:*",境內_台中市*:*,NULL,不符合*:*,不需要*:*,普通*:*,非常不符合*:*,NULL,語言學習*:*,有_準備考試或其他證照_語言證照*:*,完全沒有幫助*:*,問題解決能力*:*外語能力*:*溝通表達能力*:*
06c51152ffb6696a28ba0ea25b7224f7,105,管理學院,企業管理學系,學士班,目前非就業中（請跳答第6題後，再跳答第14題）*:*,NULL,NULL,NULL,NULL,進修中*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,工作紀律、責任感及時間管理能力*:*持續學習能力*:*團隊合作能力*:*
06c88277cbb4b526aa98c844676ce123,101,文學院,英美語文學系,學士班,全職工作_政府部門（含職業軍人）*:*,政府公共事務類*:*,否*:*,"約新臺幣34,001元至37,000元*:*",境內_台北市*:*,NULL,非常不符合*:*,不需要*:*,不滿意*:*,非常不符合*:*,NULL,社團活動*:*語言學習*:*建立同學及老師人脈*:*,有_準備考試或其他證照_國家考試*:*,有點幫助*:*,溝通表達能力*:*人際互動能力*:*問題解決能力*:*
06d9041ab548acace3c22f1e0127952b,104,管理學院,人力資源管理研究所碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,企業經營管理類*:*,是_轉換工作主要的原因_其他*:*,"約新臺幣65,001元至70,000元*:*",境內_新北市*:*,NULL,符合*:*,不需要*:*,非常滿意*:*,符合*:*,NULL,校外業界實習*:*建立同學及老師人脈*:*專業知識、知能傳授*:*,有_準備考試或其他證照_語言證照*:*有_進修_出國進修*:*,普通*:*,外語能力*:*人際互動能力*:*資訊科技應用能力*:*
06db6a88d9271b218676e1aed9b2b3ea,105,地球科學學院,大氣科學學系,學士班,目前非就業中（請跳答第6題後，再跳答第14題）*:*,NULL,NULL,NULL,NULL,進修中*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,問題解決能力*:*工作紀律、責任感及時間管理能力*:*溝通表達能力*:*
06e8a3cf3673fee6d56bf7b8a6e05971,100,理學院,生命科學系,學士班,部分工時_目前非就業中（請跳答第6題、第13題）*:*,NULL,NULL,NULL,NULL,準備考試_國內研究所*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,創新能力*:*持續學習能力*:*團隊合作能力*:*
06ed7f36bb7e6a5e7b691ca776308f6c,105,管理學院,產業經濟研究所碩士在職專班,碩士在職專班,家管/料理家務者（請跳答第14題）*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,工作紀律、責任感及時間管理能力*:*人際互動能力*:*資訊科技應用能力*:*
06f23c9037f23953f28e77fb93d7ed12,104,地球科學學院,地球科學學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,製造類*:*,否*:*,"約新臺幣37,001元至40,000元*:*",境內_桃園市*:*,NULL,不符合*:*,需要*:*,滿意*:*,不符合*:*,NULL,專業知識、知能傳授*:*,有_準備考試或其他證照_技術士證照*:*有_進修_國內大專校院進修*:*,沒有幫助*:*,資訊科技應用能力*:*創新能力*:*問題解決能力*:*
06ff31dda58218e2e9888b5d7bd667e5,103,工學院,化學工程與材料工程學系碩士班,碩士班,部分工時_家管/料理家務者(請跳答第13題)*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,溝通表達能力*:*問題解決能力*:*團隊合作能力*:*
07044ed869a28cbdcb7fc086306a634b,101,管理學院,人力資源管理研究所博士班,博士班,全職工作_學校（包括公立及私立大學、高中、高職、國中小…等）*:*,教育與訓練類*:*,否*:*,"約新臺幣80,001元至85,000元*:*",境內_新竹縣*:*,NULL,非常符合*:*,需要*:*,滿意*:*,符合*:*,NULL,專業知識、知能傳授*:*擔任研究或教學助理*:*建立同學及老師人脈*:*,有_準備考試或其他證照_電腦認證*:*,普通*:*,外語能力*:*資訊科技應用能力*:*
0706247e02ddd1031f61c80b0cc297c3,105,資訊電機學院,電機工程學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,科學、技術、工程、數學類*:*,否*:*,"約新臺幣70,001元至75,000元*:*",境內_新竹市*:*,NULL,符合*:*,需要*:*,滿意*:*,符合*:*,NULL,校外業界實習*:*,沒有*:*,NULL,工作紀律、責任感及時間管理能力*:*外語能力*:*溝通表達能力*:*
070bdadf8d64b0cd6f4d8dcb7a37562a,102,資訊電機學院,資訊工程學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,資訊科技類*:*,否*:*,"約新臺幣210,001元以上*:*",境外_北美洲*:*,NULL,符合*:*,不需要*:*,普通*:*,尚可*:*,NULL,專業知識、知能傳授*:*,沒有*:*,NULL,團隊合作能力*:*人際互動能力*:*溝通表達能力*:*
0712a7043d5168e8adecbf0827734184,104,理學院,化學學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,製造類*:*,否*:*,"約新臺幣60,001元至65,000元*:*",境內_台中市*:*,NULL,非常不符合*:*,不需要*:*,滿意*:*,非常不符合*:*,NULL,社團活動*:*語言學習*:*,有_進修_國內大專校院進修*:*,有點幫助*:*,團隊合作能力*:*問題解決能力*:*溝通表達能力*:*
07175ac3a7346a46dcda264b25e0d47d,104,管理學院,經濟學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,行銷與銷售類*:*,否*:*,"約新臺幣37,001元至40,000元*:*",境內_台北市*:*,NULL,符合*:*,不需要*:*,非常滿意*:*,符合*:*,NULL,專業知識、知能傳授*:*參與國際交流活動*:*擔任研究或教學助理*:*,沒有*:*,非常有幫助*:*,問題解決能力*:*持續學習能力*:*創新能力*:*
07292148714d62d5df2606531d9eaeab,103,管理學院,企業管理學系碩士在職專班,碩士在職專班,全職工作_企業（包括民營企業或國營企業…等）*:*,行銷與銷售類*:*,否*:*,"約新臺幣65,001元至70,000元*:*",NULL,NULL,符合*:*,不需要*:*,滿意*:*,符合*:*,NULL,校內實務課程*:*建立同學及老師人脈*:*專業知識、知能傳授*:*,有_準備考試或其他證照_語言證照*:*,有點幫助*:*,團隊合作能力*:*工作紀律、責任感及時間管理能力*:*人際互動能力*:*
073899d5cb31f1de707d5c3b21697fee,100,理學院,生命科學系,學士班,全職工作_學校（包括公立及私立大學、高中、高職、國中小…等）*:*,醫療保健類*:*,否*:*,"約新臺幣60,001元至65,000元*:*",境外_亞洲（香港、澳門、大陸地區）*:*,NULL,符合*:*,不需要*:*,不滿意*:*,非常符合*:*,NULL,專業知識、知能傳授*:*校內實務課程*:*擔任研究或教學助理*:*,沒有*:*,NULL,工作紀律、責任感及時間管理能力*:*團隊合作能力*:*溝通表達能力*:*
073b135ac7b206b5ea4d4180548e6c3d,100,資訊電機學院,網路學習科技研究所碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,資訊科技類*:*,否*:*,"約新臺幣40,001元至45,000元*:*",境內_新北市*:*,NULL,符合*:*,不需要*:*,滿意*:*,符合*:*,NULL,專業知識、知能傳授*:*,有_準備考試或其他證照_技術士證照*:*,有點幫助*:*,問題解決能力*:*人際互動能力*:*溝通表達能力*:*
07520662941c2c6136a4ef4908e9d348,105,資訊電機學院,電機工程學系,學士班,目前非就業中（請跳答第6題後，再跳答第14題）*:*,NULL,NULL,NULL,NULL,進修中*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,人際互動能力*:*溝通表達能力*:*資訊科技應用能力*:*
07526845a8252998c2a3b4a16da24bf9,103,管理學院,資訊管理學系,學士班,部分工時_學校（包括公立及私立大學、高中、高職、國中小…等）*:*部分工時_請問您1週工作時數約_小時*:*,教育與訓練類*:*,是_轉換工作主要的原因_薪資及福利較高*:*,"約新臺幣25,001元至28,000元*:*",NULL,NULL,非常符合*:*,需要*:*,滿意*:*,非常不符合*:*,NULL,建立同學及老師人脈*:*,沒有*:*,NULL,人際互動能力*:*
07530d84e03eb4843d6505241128128d,104,工學院,機械工程學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,製造類*:*,是_轉換工作主要的原因_薪資及福利較高*:*,"約新臺幣60,001元至65,000元*:*",境內_桃園市*:*,NULL,符合*:*,不需要*:*,滿意*:*,符合*:*,NULL,專業知識、知能傳授*:*,有_準備考試或其他證照_國家考試*:*有_準備考試或其他證照_語言證照*:*,有點幫助*:*,溝通表達能力*:*工作紀律、責任感及時間管理能力*:*人際互動能力*:*
07697cf3b0a0f21aec2a3e52e1adc9c1,100,地球科學學院,地球科學學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,製造類*:*,否*:*,"約新臺幣34,001元至37,000元*:*",境內_苗栗縣*:*,NULL,尚可*:*,不需要*:*,普通*:*,非常不符合*:*,NULL,語言學習*:*社團活動*:*建立同學及老師人脈*:*,有_準備考試或其他證照_語言證照*:*,有點幫助*:*,外語能力*:*工作紀律、責任感及時間管理能力*:*人際互動能力*:*
07705a6b5b0c2baf0b4882a2c86bd964,104,管理學院,企業管理學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,企業經營管理類*:*,是_轉換工作主要的原因_學習成長機會較多*:*,"約新臺幣43,001元至46,000元*:*",境內_台北市*:*,NULL,符合*:*,不需要*:*,非常滿意*:*,非常符合*:*,NULL,校內實務課程*:*建立同學及老師人脈*:*社團活動*:*,沒有*:*,完全沒有幫助*:*,問題解決能力*:*溝通表達能力*:*持續學習能力*:*
077ce3b4e7476c98178a94ca1e8e73ee,103,資訊電機學院,電機工程學系碩士在職專班,碩士在職專班,全職工作_企業（包括民營企業或國營企業…等）*:*,科學、技術、工程、數學類*:*,否*:*,"約新臺幣85,001元至90,000元*:*",NULL,NULL,符合*:*,不需要*:*,滿意*:*,非常符合*:*,NULL,專業知識、知能傳授*:*校內實務課程*:*建立同學及老師人脈*:*,有_進修_國內大專校院進修*:*,普通*:*,工作紀律、責任感及時間管理能力*:*問題解決能力*:*人際互動能力*:*
077ff99659382139bbc6d91488ffaf05,105,管理學院,企業管理學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,休閒與觀光旅遊類*:*,否*:*,"約新臺幣37,001元至40,000元*:*",境內_桃園市*:*,NULL,普通*:*,不需要*:*,滿意*:*,非常不符合*:*,NULL,社團活動*:*語言學習*:*,沒有*:*,NULL,外語能力*:*溝通表達能力*:*問題解決能力*:*
0784c2349b4c9f0ef22c37dbac239274,104,管理學院,人力資源管理研究所碩士班,碩士班,目前非就業中（請跳答第6題後，再跳答第14題）*:*,NULL,NULL,NULL,NULL,尋找工作中_目前已花多久時間找工作_約6個月以上*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,持續學習能力*:*資訊科技應用能力*:*問題解決能力*:*
0794ce868d5fa7f4d5aa634f705bfeef,105,工學院,機械工程學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,科學、技術、工程、數學類*:*,是_轉換工作主要的原因_工作具挑戰性及自主性*:*,"約新臺幣55,001元至60,000元*:*",境內_新北市*:*,NULL,符合*:*,需要*:*,滿意*:*,普通*:*,NULL,專業知識、知能傳授*:*校外業界實習*:*,有_進修_國內大專校院進修*:*,有點幫助*:*,問題解決能力*:*人際互動能力*:*工作紀律、責任感及時間管理能力*:*
07a028c849178c584fc8bec003f1dff8,100,管理學院,產業經濟研究所碩士在職專班,碩士在職專班,全職工作_政府部門（含職業軍人）*:*,金融財務類*:*,否*:*,"約新臺幣45,001元至50,000元*:*",境內_桃園市*:*,NULL,非常符合*:*,不需要*:*,非常滿意*:*,非常符合*:*,NULL,專業知識、知能傳授*:*建立同學及老師人脈*:*,沒有*:*,NULL,外語能力*:*人際互動能力*:*
07a987cd76fdeb6c4ef3d2541b09e195,105,工學院,土木工程學系碩士班,碩士班,全職工作_學校（包括公立及私立大學、高中、高職、國中小…等）*:*,資訊科技類*:*,是_轉換工作主要的原因_與個人興趣較符合*:*,"約新臺幣40,001元至43,000元*:*",境內_桃園市*:*,NULL,符合*:*,不需要*:*,滿意*:*,普通*:*,NULL,校內實務課程*:*專業知識、知能傳授*:*,有_進修_國內大專校院進修*:*,普通*:*,工作紀律、責任感及時間管理能力*:*資訊科技應用能力*:*
07b005dad114d362e3638a7668eb88c4,105,管理學院,資訊管理學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,製造類*:*,否*:*,"約新臺幣80,001元至85,000元*:*",境內_台北市*:*,NULL,符合*:*,不需要*:*,非常滿意*:*,符合*:*,NULL,專業知識、知能傳授*:*校外業界實習*:*,有_準備考試或其他證照_其他*:*,有點幫助*:*,團隊合作能力*:*問題解決能力*:*溝通表達能力*:*
07b72aca3a0417ec5c8a59a2a3d8c3c8,102,資訊電機學院,資訊工程學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,資訊科技類*:*,是_轉換工作主要的原因_薪資及福利較高*:*,"約新臺幣65,001元至70,000元*:*",境內_台北市*:*,NULL,符合*:*,不需要*:*,非常滿意*:*,非常符合*:*,NULL,專業知識、知能傳授*:*建立同學及老師人脈*:*,有_進修_國內大專校院進修*:*,有點幫助*:*,持續學習能力*:*人際互動能力*:*溝通表達能力*:*
07db025d2651e3418171169068d1c661,101,管理學院,企業管理學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,金融財務類*:*,是_轉換工作主要的原因_其他*:*,"約新臺幣28,001元至31,000元*:*",境內_新北市*:*,NULL,符合*:*,不需要*:*,非常滿意*:*,符合*:*,NULL,其他訓練*:*專業知識、知能傳授*:*,沒有*:*,NULL,資訊科技應用能力*:*其他(請敘明)*:*
07dc4fd4f8e7b7fe7385ad4c1ef4cba7,102,資訊電機學院,資訊工程學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,資訊科技類*:*,否*:*,"約新臺幣65,001元至70,000元*:*",境內_新北市*:*,NULL,符合*:*,不需要*:*,滿意*:*,尚可*:*,NULL,校外業界實習*:*擔任研究或教學助理*:*,沒有*:*,NULL,持續學習能力*:*溝通表達能力*:*團隊合作能力*:*
07e5499b9589fdf8647ea0413ac9638e,104,工學院,化學工程與材料工程學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,科學、技術、工程、數學類*:*,否*:*,"約新臺幣60,001元至65,000元*:*",境內_台中市*:*,NULL,符合*:*,不需要*:*,滿意*:*,符合*:*,NULL,專業知識、知能傳授*:*建立同學及老師人脈*:*,沒有*:*,完全沒有幫助*:*,溝通表達能力*:*問題解決能力*:*工作紀律、責任感及時間管理能力*:*
07e7361ce6cb9f85fca0578ae532a626,101,地球科學學院,地球科學學系地球物理博士班,博士班,全職工作_政府部門（含職業軍人）*:*,科學、技術、工程、數學類*:*,否*:*,"約新臺幣70,001元至75,000元*:*",境內_新北市*:*,NULL,非常符合*:*,不需要*:*,非常滿意*:*,非常符合*:*,NULL,建立同學及老師人脈*:*專業知識、知能傳授*:*擔任研究或教學助理*:*,沒有*:*,NULL,問題解決能力*:*持續學習能力*:*溝通表達能力*:*
07e80897e811c957be968b2175e610fe,105,地球科學學院,太空科學研究所博士班,博士班,全職工作_企業（包括民營企業或國營企業…等）*:*,科學、技術、工程、數學類*:*,否*:*,"約新臺幣65,001元至70,000元*:*",境內_台北市*:*,NULL,普通*:*,不需要*:*,非常滿意*:*,普通*:*,NULL,專業知識、知能傳授*:*,有_進修_國內大專校院進修*:*,有點幫助*:*,團隊合作能力*:*持續學習能力*:*工作紀律、責任感及時間管理能力*:*
07e8eb984519fc362a9a2bc02db1dd25,102,理學院,生命科學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,科學、技術、工程、數學類*:*,否*:*,"約新臺幣46,001元至49,000元*:*",境內_台北市*:*,NULL,符合*:*,不需要*:*,滿意*:*,符合*:*,NULL,擔任研究或教學助理*:*專業知識、知能傳授*:*社團活動*:*,沒有*:*,NULL,團隊合作能力*:*問題解決能力*:*
07f7e8178353609bcc6ee13692f40460,102,管理學院,經濟學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,金融財務類*:*,是_轉換工作主要的原因_與個人興趣較符合*:*,"約新臺幣37,001元至40,000元*:*",境內_台北市*:*,NULL,尚可*:*,需要*:*,滿意*:*,不符合*:*,NULL,語言學習*:*參與國際交流活動*:*社團活動*:*,有_準備考試或其他證照_國家考試*:*,普通*:*,問題解決能力*:*持續學習能力*:*資訊科技應用能力*:*
07f9c81e72a1a1fb80f4c3badc53b5a9,104,管理學院,企業管理學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,行銷與銷售類*:*,是_轉換工作主要的原因_薪資及福利較高*:*,"約新臺幣34,001元至37,000元*:*",境內_桃園市*:*,NULL,普通*:*,不需要*:*,非常滿意*:*,不符合*:*,NULL,專業知識、知能傳授*:*,有_準備考試或其他證照_語言證照*:*,沒有幫助*:*,工作紀律、責任感及時間管理能力*:*人際互動能力*:*問題解決能力*:*
07fcd5e2598c872b7b151c4ebdf7956f,103,管理學院,經濟學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,教育與訓練類*:*,否*:*,"約新臺幣25,001元至28,000元*:*",NULL,NULL,不符合*:*,不需要*:*,滿意*:*,不符合*:*,NULL,建立同學及老師人脈*:*,有_進修_出國進修*:*,非常有幫助*:*,問題解決能力*:*人際互動能力*:*
07ffa0b658663f5ffba0f7616ca34acf,103,工學院,土木工程學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,建築營造類*:*,是_轉換工作主要的原因_薪資及福利較高*:*,"約新臺幣37,001元至40,000元*:*",境內_高雄市*:*,NULL,非常符合*:*,不需要*:*,滿意*:*,非常符合*:*,NULL,專業知識、知能傳授*:*,沒有*:*,NULL,問題解決能力*:*
0810017894ba59e48bbeeebeb92a843f,104,資訊電機學院,電機工程學系博士班,博士班,全職工作_企業（包括民營企業或國營企業…等）*:*,科學、技術、工程、數學類*:*,否*:*,"約新臺幣70,001元至75,000元*:*",境內_新竹縣*:*,NULL,非常符合*:*,需要*:*,非常滿意*:*,非常符合*:*,NULL,建立同學及老師人脈*:*專業知識、知能傳授*:*擔任研究或教學助理*:*,沒有*:*,NULL,溝通表達能力*:*問題解決能力*:*
08144ccf25f00dd556f74f8310906dbf,105,資訊電機學院,資訊工程學系碩士班,碩士班,目前非就業中（請跳答第6題後，再跳答第14題）*:*,NULL,NULL,NULL,NULL,服役中或等待服役中*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,人際互動能力*:*持續學習能力*:*溝通表達能力*:*
0817fc9e7c93f03c039db41115f209a7,103,資訊電機學院,電機工程學系,學士班,部分工時_目前非就業中（請跳答第6題、第13題）*:*,NULL,NULL,NULL,NULL,服役中或等待服役中*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,持續學習能力*:*溝通表達能力*:*問題解決能力*:*
0818bca420e65e5b59bca858a633df28,105,資訊電機學院,資訊工程學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,資訊科技類*:*,是_轉換工作主要的原因_其他*:*,"約新臺幣65,001元至70,000元*:*",境內_台北市*:*,NULL,符合*:*,不需要*:*,滿意*:*,不符合*:*,NULL,專業知識、知能傳授*:*語言學習*:*,沒有*:*,NULL,外語能力*:*持續學習能力*:*問題解決能力*:*
082468ee293ff7244ae1a7e294abbab0,102,工學院,機械工程學系,學士班,部分工時_目前非就業中（請跳答第6題、第13題）*:*,NULL,NULL,NULL,NULL,服役中或等待服役中*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,外語能力*:*
08269722a6d926eaf621c54ca7ea35a9,103,文學院,歷史研究所碩士在職專班,碩士在職專班,全職工作_政府部門（含職業軍人）*:*,政府公共事務類*:*,否*:*,"約新臺幣60,001元至65,000元*:*",NULL,NULL,尚可*:*,不需要*:*,普通*:*,尚可*:*,NULL,專業知識、知能傳授*:*建立同學及老師人脈*:*,有_準備考試或其他證照_語言證照*:*,有點幫助*:*,外語能力*:*溝通表達能力*:*人際互動能力*:*
082a8f81b38eb05ed2518f6ba24d1636,104,管理學院,管理學院高階主管企管碩士班,碩士在職專班,全職工作_企業（包括民營企業或國營企業…等）*:*,企業經營管理類*:*,是_轉換工作主要的原因_薪資及福利較高*:*,"約新臺幣150,001元至170,000元*:*",境外，(請填報工作國家別)_亞洲（香港、澳門、大陸地區）*:*,NULL,非常符合*:*,需要*:*,非常滿意*:*,符合*:*,NULL,建立同學及老師人脈*:*專業知識、知能傳授*:*,沒有*:*,NULL,溝通表達能力*:*資訊科技應用能力*:*創新能力*:*
082eca7ac954759a29bc9b63a19e94db,104,管理學院,資訊管理學系碩士在職專班,碩士在職專班,全職工作_企業（包括民營企業或國營企業…等）*:*,資訊科技類*:*,否*:*,"約新臺幣70,001元至75,000元*:*",境內_台北市*:*,NULL,符合*:*,不需要*:*,普通*:*,符合*:*,NULL,專業知識、知能傳授*:*建立同學及老師人脈*:*,有_準備考試或其他證照_語言證照*:*,有點幫助*:*,持續學習能力*:*問題解決能力*:*外語能力*:*
083214764d3b76f5c87bb661e96597d5,105,工學院,化學工程與材料工程學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,科學、技術、工程、數學類*:*,否*:*,"約新臺幣80,001元至85,000元*:*",境內_新竹市*:*,NULL,符合*:*,不需要*:*,非常滿意*:*,普通*:*,NULL,校外業界實習*:*專業知識、知能傳授*:*校內實務課程*:*,沒有*:*,NULL,溝通表達能力*:*資訊科技應用能力*:*外語能力*:*
083802a29d7f1e3f81b92aa6fd711240,100,管理學院,企業管理學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,建築營造類*:*,是_轉換工作主要的原因_薪資及福利較高*:*,"約新臺幣34,001元至37,000元*:*",境內_台南市*:*,NULL,符合*:*,不需要*:*,非常滿意*:*,非常符合*:*,NULL,其他訓練*:*社團活動*:*,有_準備考試或其他證照_其他*:*,有點幫助*:*,工作紀律、責任感及時間管理能力*:*團隊合作能力*:*問題解決能力*:*
08442b2bda9ed6bbd89e19ef7d5489fd,103,文學院,中國文學系,學士班,部分工時_目前非就業中（請跳答第6題、第13題）*:*,NULL,NULL,NULL,NULL,在升學中或進修中*:*,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,其他(請敘明)*:*
0848ca1d9b5cddfb1f283a52a60f9fce,100,管理學院,財務金融學系碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,金融財務類*:*,否*:*,"約新臺幣85,001元以上*:*",境內_台北市*:*,NULL,非常符合*:*,需要*:*,非常滿意*:*,非常符合*:*,NULL,校內實務課程*:*建立同學及老師人脈*:*專業知識、知能傳授*:*,有_準備考試或其他證照_金融證照*:*,普通*:*,問題解決能力*:*溝通表達能力*:*持續學習能力*:*
084b7c62dfdc4a4558258a17375fc8c9,103,資訊電機學院,通訊工程學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,科學、技術、工程、數學類*:*,否*:*,"約新臺幣37,001元至40,000元*:*",NULL,NULL,尚可*:*,不需要*:*,滿意*:*,符合*:*,NULL,建立同學及老師人脈*:*專業知識、知能傳授*:*,有_準備考試或其他證照_國家考試*:*,有點幫助*:*,人際互動能力*:*溝通表達能力*:*團隊合作能力*:*
085952c24141c2ca0a7d243d3197ad76,104,管理學院,資訊管理學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,製造類*:*,否*:*,"約新臺幣43,001元至46,000元*:*",境內_桃園市*:*,NULL,非常不符合*:*,不需要*:*,滿意*:*,非常不符合*:*,NULL,專業知識、知能傳授*:*語言學習*:*,有_準備考試或其他證照_技術士證照*:*,普通*:*,問題解決能力*:*工作紀律、責任感及時間管理能力*:*溝通表達能力*:*
085f11198f921cb4eb8a8e656bbb3bd9,105,文學院,中國文學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,教育與訓練類*:*,否*:*,"約新臺幣34,001元至37,000元*:*",境內_嘉義市*:*,NULL,符合*:*,不需要*:*,滿意*:*,符合*:*,NULL,專業知識、知能傳授*:*,沒有*:*,NULL,工作紀律、責任感及時間管理能力*:*問題解決能力*:*團隊合作能力*:*
0866283268911d21228e7f9c8c2bb020,101,文學院,中國文學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,休閒與觀光旅遊類*:*,是_轉換工作主要的原因_有升遷機會*:*,"約新臺幣45,001元至50,000元*:*",境內_台北市*:*,NULL,符合*:*,不需要*:*,普通*:*,非常不符合*:*,NULL,語言學習*:*社團活動*:*建立同學及老師人脈*:*,沒有*:*,NULL,溝通表達能力*:*人際互動能力*:*外語能力*:*
0869358c7acb9b92013c4acd64bf127d,102,工學院,機械工程學系,學士班,全職工作_企業（包括民營企業或國營企業…等）*:*,資訊科技類*:*,否*:*,"約新臺幣46,001元至49,000元*:*",境內_台北市*:*,NULL,符合*:*,不需要*:*,滿意*:*,不符合*:*,NULL,其他訓練*:*,沒有*:*,NULL,團隊合作能力*:*創新能力*:*溝通表達能力*:*
086b281878dee36e89145103fe7e6963,104,工學院,環境工程研究所碩士班,碩士班,全職工作_企業（包括民營企業或國營企業…等）*:*,行銷與銷售類*:*,是_轉換工作主要的原因_工作具挑戰性及自主性*:*,"約新臺幣52,001元至55,000元*:*",境內_新竹市*:*,NULL,普通*:*,需要*:*,非常滿意*:*,普通*:*,NULL,語言學習*:*建立同學及老師人脈*:*,沒有*:*,NULL,問題解決能力*:*溝通表達能力*:*人際互動能力*:*
